"Timestamp","Game of the Year 2020 [Choice 1]","Game of the Year 2020 [Choice 2]","Game of the Year 2020 [Choice 3]","Game of the Year 2020 [Choice 4]","Game of the Year 2020 [Choice 5]","Game of the Year 2020 [Choice 6]","Best Performance 2020 [Choice 1]","Best Performance 2020 [Choice 2]","Best Performance 2020 [Choice 3]","Best Musical Score of 2020 [Choice 1]","Best Musical Score of 2020 [Choice 2]","Best Musical Score of 2020 [Choice 3]","Best Musical Score of 2020 [Choice 4]","Best Art Direction 2020 [Choice 1]","Best Art Direction 2020 [Choice 2]","Best Art Direction 2020 [Choice 3]","Best Art Direction 2020 [Choice 4]","Best Narrative 2020 [Choice 1]","Best Narrative 2020 [Choice 2]","Best Narrative 2020 [Choice 3]","Best Narrative 2020 [Choice 4]","Best Co-op Game 2020 [Choice 1]","Best Co-op Game 2020 [Choice 2]","Best Co-op Game 2020 [Choice 3]","Best Co-op Game 2020 [Choice 4]","Best Multiplayer (PvP) Game 2020 [Choice 1]","Best Multiplayer (PvP) Game 2020 [Choice 2]","Best Multiplayer (PvP) Game 2020 [Choice 3]","Best Ongoing Game [Choice 1]","Best Ongoing Game [Choice 2]","Best Ongoing Game [Choice 3]","Best Ongoing Game [Choice 4]","Best Ongoing Game [Choice 5]","Best DLC of 2020 [Choice 1]","Best DLC of 2020 [Choice 2]","Best DLC of 2020 [Choice 3]","Best DLC of 2020 [Choice 4]","Best DLC of 2020 [Choice 5]","Best DLC of 2020 [Choice 6]","Best DLC of 2020 [Choice 7]","Best DLC of 2020 [Choice 8]","Best Open World Game of 2020 [Choice 1]","Best Open World Game of 2020 [Choice 2]","Best Action Game of 2020 [Choice 1]","Best Action Game of 2020 [Choice 2]","Best Action Game of 2020 [Choice 3]","Best Action Adventure Game of 2020 [Choice 1]","Best Action Adventure Game of 2020 [Choice 2]","Best Strategy Game of 2020 [Choice 1]","Best Strategy Game of 2020 [ Choice 2]","Best RPG of 2020 [Choice 1]","Best RPG of 2020 [Choice 2]","Best RPG of 2020 [Choice 3]","Best RPG of 2020 [Choice 4]","Best RPG of 2020 [Choice 5]","Best RPG of 2020 [Choice 6]","Best RPG of 2020 [Choice 7]","Best RPG of 2020 [Choice 8]","Best RPG of 2020 [Choice 9]","Best Sports Game of 2020 [Choice 1]","Best Sports Game of 2020 [Choice 2]","Best Sports Game of 2020 [Choice 3]","Best Sports Game of 2020 [Choice 4]","Best Family/E10+ Game of 2020 [Choice 1]","Best Family/E10+ Game of 2020 [Choice 2]","Best Family/E10+ Game of 2020 [Choice 3]","Best Remake/Remaster of 2020 [Choice 1]","Best Remake/Remaster of 2020 [Choice 2]","Best Remake/Remaster of 2020 [Choice 3]","Best Remake/Remaster of 2020 [Choice 4]","Best Remake/Remaster of 2020 [Choice 5]","Best Game By an Indie Game Studio 2020 [Choice 1]","Best Game By an Indie Game Studio 2020 [Choice 2]","Best Game By an Indie Game Studio 2020 [Choice 3]","Best Game By an Indie Game Studio 2020 [Choice 4]","Content Creator of the Year [Choice 1]","Content Creator of the Year [Choice 2]","Content Creator of the Year [Choice 3]","Content Creator of the Year [Choice 4]","Game of the Year [Choice 1]","Game of the Year [Choice 2]","Game of the Year [Choice 3]","Performance of the Year [Choice 1]","Performance of the Year [Choice 2]","Performance of the Year [Choice 3]","Performance of the Year [Choice 4]","Best Musical Score [Choice 1]","Best Musical Score [Choice 2]","Best Art Direction [Choice 1]","Best Art Direction [Choice 2]","Best Narrative [Choice 1]","Best Narrative [Choice 2]","Best Narrative [Choice 3]","Best Co-op Game [Choice 1]","Best Co-op Game [Choice 2]","Best Co-op Game [Choice 3]","Best Co-op Game [Choice 4]","Best Co-op Game [Choice 5]","Best Co-op Game [Choice 6]","Best Open World [Choice 1]","Best Open World [Choice 2]","Best Open World [Choice 3]","Best Action Game [Choice 1]","Best Action Game [Choice 2]","Best Action Game [Choice 3]","Best Action Game [Choice 4]","Best Action Game [Choice 5]","Best Action Game [Choice 6]","Best Action Game [Choice 7]","Best Action Adventure [Choice 1]","Best Action Adventure [Choice 2]","Best Strategy Game [Choice 1]","Best Strategy Game [Choice 2]","Best Strategy Game [Choice 3]","Best Strategy Game [Choice 4]","Best Strategy Game [Choice 5]","Best Strategy Game [Choice 6]","Best RPG Game [Choice 1]","Best RPG Game [Choice 2]","Best RPG Game [Choice 3]","Best RPG Game [Choice 4]","Best RPG Game [Choice 5]","Best Sports Game [Choice 1]","Best Sports Game [Choice 2]","Best Sports Game [Choice 3]","Best Sports Game [Choice 4]","Best Family/E10+ Game [Choice 1]","Best Family/E10+ Game [Choice 2]","Best Family/E10+ Game [Choice 3]","Best Family/E10+ Game [Choice 4]","Best Family/E10+ Game [Choice 5]","Best Family/E10+ Game [Choice 6]","Best Family/E10+ Game [Choice 7]","Best Game Released by an Indie Game Studio [Choice 1]","Best Game Released by an Indie Game Studio [Choice 2]","Best Game Released by an Indie Game Studio [Choice 3]","Best Game Released by an Indie Game Studio [Choice 4]","Best Game Released by an Indie Game Studio [Choice 5]","Best Game Released by an Indie Game Studio [Choice 6]","Best Game Released by an Indie Game Studio [Choice 7]","Best Game Released by an Indie Game Studio [Choice 8]","Best Game Released by an Indie Game Studio [Choice 9]","Best Game Released by an Indie Game Studio [Choice 10]"
"2020/12/07 5:44:53 PM EST","Star Wars Jedi: Fallen Order","Ori and the Will of the Wisps","Hades","Doom Eternal","The Last of Us Part 2","Animal Crossing: New Horizons","Elizabeth Grullon as Trilla from Star Wars Jedi: Fallen Order","Cameron Monaghan as Cal Kestis from Star Wars Jedi: Fallen Order","Ashley Johnson as Ellie from The Last of Us Part 2","Ori and the Will of the Wisps","Hades","Star Wars Jedi: Fallen Order","Pokemon Sword/Shield","Ori and the Will of the Wisps","Ghost of Tsushima","Hades","Star Wars Jedi: Fallen Order","Star Wars Jedi: Fallen Order","Ori and the Will of the Wisps","Hades","The Last of Us Part 2","Phasmaphobia","Fall Guys","Grounded","Animal Crossing: New Horizons","Fall Guys","Call of Duty: Modern Warfare","Rogue Company","Minecraft","Apex Legends","Among Us","Fortnite","Destiny 2","Pokemon Sword/Shield","Raft","Kingdom Hearts III Re:Mind","Control: AWE","House Flipper: Garden Flipper DLC","Minecraft","Island Saver: Dinosaur Island","Super Smash Bros","Pokemon Sword/Shield","Death Stranding","Doom Eternal","Hades","Maneater","Star Wars Jedi: Fallen Order","Ori and the Will of the Wisps","Gears Tactics","Microsoft Flight Simulator","Final Fantasy VII","Star Wars Jedi: Fallen Order","Yakuza: Like a Dragon","Pokemon Sword/Shield","Minecraft Dungeons","Marvel's Avengers","Maneater","Genshin Impact","Wasteland 3","FIFA 21","Madden NFL 21","Tony Hawk Pro Skater 1 + 2","Dirt 5","Animal Crossing: New Horizons","Fall Guys","Ori and the Will of the Wisps","Final Fantasy VII","Destroy All Humans","Mafia 2","Resident Evil 3","Kingdoms of Amalur Re-Reckoning","Hades","Phasmaphobia","Fall Guys","Carrion 2","Unus Annus by Markiplier and CrankGamePlays","TimTheTatman","Anthony_Kongphan","DrLupo","Marvel's Spider-Man","Gears 5","The Last of Us Part 1","Troy Baker as Joel from The Last of Us Part 1","Ashley Johnson as Ellie from The Last of Us Part 1","Andrew Lackey as Ori from Ori and the Blind Forest","Laura Bailey as Kait Diaz from Gears 5","Ori and the Blind Forest","Marvel's Spider-Man","Ori and the Blind Forest","Marvel's Spider-Man","The Last of Us Part 1","Ori and the Blind Forest","Hellblade: Senua's Sacrifice","Minecraft","Gears 5","Destiny 2","Killing floor 2","Stardew Valley","World War Z","Marvel's Spider-Man","Assassin's Creed Odyssey","Ori and the Blind Forest","Marvel's Spider-Man","Gears 5","Apex: Legends","Bulletstorm: Full Clip Edition","Metro Exodus","My Friend Pedro","Rage 2","Assassin's Creed Odyssey","Ori and the Blind Forest","Fire Emblem: Three Houses","Microsoft Flight Simulator","Gears Tactics","Crusader Kings III","Sins of a Solar Empire","Rimworld","Assassin's Creed Odyssey","Borderlands 2","Nier: Automata","Metro Exodus","Kingdom Hearts III","Mortal Kombat 11","FIFA 20","Super Smash Ultimate","Dirt Rally 2","Super Mario Maker 2","Minecraft","Ori and the Blind Forest","Luigi's Mansion 3","House Flipper","Stardew Valley","Spyro Reignited","Among Us","Untitled Goose Game","House Flipper","Little Missfortune","Devious Dungeon","Afterparty","My Friend Pedro","Sally Face","What the Golf","Dead Cells"
"2020/12/07 5:53:37 PM EST","Star Wars Jedi: Fallen Order","Ori and the Will of the Wisps","Doom Eternal","Animal Crossing: New Horizons","Hades","The Last of Us Part 2","Cameron Monaghan as Cal Kestis from Star Wars Jedi: Fallen Order","Elizabeth Grullon as Trilla from Star Wars Jedi: Fallen Order","Ashley Johnson as Ellie from The Last of Us Part 2","Star Wars Jedi: Fallen Order","Ori and the Will of the Wisps","Pokemon Sword/Shield","Hades","Ori and the Will of the Wisps","Star Wars Jedi: Fallen Order","Ghost of Tsushima","Hades","Star Wars Jedi: Fallen Order","Ori and the Will of the Wisps","Hades","The Last of Us Part 2","Fall Guys","Animal Crossing: New Horizons","Grounded","Phasmaphobia","Call of Duty: Modern Warfare","Fall Guys","Rogue Company","Minecraft","Destiny 2","Among Us","Apex Legends","Fortnite","Minecraft","Pokemon Sword/Shield","Raft","Super Smash Bros","Kingdom Hearts III Re:Mind","Island Saver: Dinosaur Island","House Flipper: Garden Flipper DLC","Control: AWE","Pokemon Sword/Shield","Death Stranding","Doom Eternal","Maneater","Hades","Star Wars Jedi: Fallen Order","Ori and the Will of the Wisps","Gears Tactics","Microsoft Flight Simulator","Star Wars Jedi: Fallen Order","Minecraft Dungeons","Pokemon Sword/Shield","Maneater","Wasteland 3","Final Fantasy VII","Yakuza: Like a Dragon","Marvel's Avengers","Genshin Impact","Tony Hawk Pro Skater 1 + 2","Dirt 5","Madden NFL 21","FIFA 21","Ori and the Will of the Wisps","Animal Crossing: New Horizons","Fall Guys","Final Fantasy VII","Mafia 2","Resident Evil 3","Destroy All Humans","Kingdoms of Amalur Re-Reckoning","Phasmaphobia","Fall Guys","Hades","Carrion 2","TimTheTatman","DrLupo","Unus Annus by Markiplier and CrankGamePlays","Anthony_Kongphan","Marvel's Spider-Man","The Last of Us Part 1","Gears 5","Troy Baker as Joel from The Last of Us Part 1","Andrew Lackey as Ori from Ori and the Blind Forest","Ashley Johnson as Ellie from The Last of Us Part 1","Laura Bailey as Kait Diaz from Gears 5","Marvel's Spider-Man","Ori and the Blind Forest","Ori and the Blind Forest","Marvel's Spider-Man","The Last of Us Part 1","Ori and the Blind Forest","Hellblade: Senua's Sacrifice","Minecraft","Destiny 2","Stardew Valley","Gears 5","World War Z","Killing floor 2","Marvel's Spider-Man","Ori and the Blind Forest","Assassin's Creed Odyssey","Marvel's Spider-Man","Metro Exodus","Apex: Legends","Gears 5","My Friend Pedro","Rage 2","Bulletstorm: Full Clip Edition","Ori and the Blind Forest","Assassin's Creed Odyssey","Gears Tactics","Crusader Kings III","Fire Emblem: Three Houses","Rimworld","Sins of a Solar Empire","Microsoft Flight Simulator","Metro Exodus","Borderlands 2","Assassin's Creed Odyssey","Nier: Automata","Kingdom Hearts III","Mortal Kombat 11","Super Smash Ultimate","Dirt Rally 2","FIFA 20","Minecraft","Spyro Reignited","Ori and the Blind Forest","Luigi's Mansion 3","Super Mario Maker 2","Stardew Valley","House Flipper","Among Us","Afterparty","Dead Cells","Devious Dungeon","House Flipper","Little Missfortune","My Friend Pedro","Sally Face","Untitled Goose Game","What the Golf"
"2020/12/08 8:16:38 PM EST","Ori and the Will of the Wisps","Animal Crossing: New Horizons","The Last of Us Part 2","Star Wars Jedi: Fallen Order","Hades","Doom Eternal","Ashley Johnson as Ellie from The Last of Us Part 2","Cameron Monaghan as Cal Kestis from Star Wars Jedi: Fallen Order","Elizabeth Grullon as Trilla from Star Wars Jedi: Fallen Order","Ori and the Will of the Wisps","Star Wars Jedi: Fallen Order","Hades","Pokemon Sword/Shield","Ori and the Will of the Wisps","Ghost of Tsushima","Hades","Star Wars Jedi: Fallen Order","The Last of Us Part 2","Ori and the Will of the Wisps","Star Wars Jedi: Fallen Order","Hades","Animal Crossing: New Horizons","Phasmaphobia","Grounded","Fall Guys","Call of Duty: Modern Warfare","Rogue Company","Fall Guys","Among Us","Fortnite","Minecraft","Destiny 2","Apex Legends","House Flipper: Garden Flipper DLC","Raft","Minecraft","Kingdom Hearts III Re:Mind","Super Smash Bros","Pokemon Sword/Shield","Island Saver: Dinosaur Island","Control: AWE","Death Stranding","Pokemon Sword/Shield","Doom Eternal","Maneater","Hades","Ori and the Will of the Wisps","Star Wars Jedi: Fallen Order","Gears Tactics","Microsoft Flight Simulator","Genshin Impact","Final Fantasy VII","Maneater","Marvel's Avengers","Minecraft Dungeons","Star Wars Jedi: Fallen Order","Pokemon Sword/Shield","Wasteland 3","Yakuza: Like a Dragon","FIFA 21","Tony Hawk Pro Skater 1 + 2","Madden NFL 21","Dirt 5","Ori and the Will of the Wisps","Animal Crossing: New Horizons","Fall Guys","Mafia 2","Final Fantasy VII","Kingdoms of Amalur Re-Reckoning","Resident Evil 3","Destroy All Humans","Fall Guys","Phasmaphobia","Hades","Carrion 2","Anthony_Kongphan","TimTheTatman","DrLupo","Unus Annus by Markiplier and CrankGamePlays","Marvel's Spider-Man","The Last of Us Part 1","Gears 5","Ashley Johnson as Ellie from The Last of Us Part 1","Troy Baker as Joel from The Last of Us Part 1","Andrew Lackey as Ori from Ori and the Blind Forest","Laura Bailey as Kait Diaz from Gears 5","Ori and the Blind Forest","Marvel's Spider-Man","Ori and the Blind Forest","Marvel's Spider-Man","Hellblade: Senua's Sacrifice","The Last of Us Part 1","Ori and the Blind Forest","Minecraft","Stardew Valley","World War Z","Destiny 2","Gears 5","Killing floor 2","Marvel's Spider-Man","Assassin's Creed Odyssey","Ori and the Blind Forest","Marvel's Spider-Man","Gears 5","Rage 2","Metro Exodus","Bulletstorm: Full Clip Edition","Apex: Legends","My Friend Pedro","Ori and the Blind Forest","Assassin's Creed Odyssey","Gears Tactics","Sins of a Solar Empire","Rimworld","Fire Emblem: Three Houses","Crusader Kings III","Microsoft Flight Simulator","Nier: Automata","Borderlands 2","Metro Exodus","Assassin's Creed Odyssey","Kingdom Hearts III","Mortal Kombat 11","Super Smash Ultimate","FIFA 20","Dirt Rally 2","Ori and the Blind Forest","Minecraft","House Flipper","Stardew Valley","Super Mario Maker 2","Luigi's Mansion 3","Spyro Reignited","Among Us","Untitled Goose Game","House Flipper","Dead Cells","What the Golf","My Friend Pedro","Afterparty","Sally Face","Devious Dungeon","Little Missfortune"
"2020/12/08 8:18:55 PM EST","Star Wars Jedi: Fallen Order","Animal Crossing: New Horizons","The Last of Us Part 2","Ori and the Will of the Wisps","Doom Eternal","Hades","Cameron Monaghan as Cal Kestis from Star Wars Jedi: Fallen Order","Elizabeth Grullon as Trilla from Star Wars Jedi: Fallen Order","Ashley Johnson as Ellie from The Last of Us Part 2","Star Wars Jedi: Fallen Order","Pokemon Sword/Shield","Ori and the Will of the Wisps","Hades","Star Wars Jedi: Fallen Order","Ghost of Tsushima","Ori and the Will of the Wisps","Hades","Star Wars Jedi: Fallen Order","The Last of Us Part 2","Ori and the Will of the Wisps","Hades","Animal Crossing: New Horizons","Phasmaphobia","Fall Guys","Grounded","Call of Duty: Modern Warfare","Fall Guys","Rogue Company","Among Us","Destiny 2","Fortnite","Minecraft","Apex Legends","Island Saver: Dinosaur Island","Pokemon Sword/Shield","Super Smash Bros","Raft","Minecraft","Kingdom Hearts III Re:Mind","House Flipper: Garden Flipper DLC","Control: AWE","Death Stranding","Pokemon Sword/Shield","Doom Eternal","Hades","Maneater","Star Wars Jedi: Fallen Order","Ori and the Will of the Wisps","Gears Tactics","Microsoft Flight Simulator","Star Wars Jedi: Fallen Order","Minecraft Dungeons","Wasteland 3","Yakuza: Like a Dragon","Pokemon Sword/Shield","Marvel's Avengers","Maneater","Genshin Impact","Final Fantasy VII","Tony Hawk Pro Skater 1 + 2","Dirt 5","Madden NFL 21","FIFA 21","Animal Crossing: New Horizons","Ori and the Will of the Wisps","Fall Guys","Resident Evil 3","Final Fantasy VII","Destroy All Humans","Mafia 2","Kingdoms of Amalur Re-Reckoning","Phasmaphobia","Hades","Fall Guys","Carrion 2","Anthony_Kongphan","DrLupo","TimTheTatman","Unus Annus by Markiplier and CrankGamePlays","Marvel's Spider-Man","The Last of Us Part 1","Gears 5","Ashley Johnson as Ellie from The Last of Us Part 1","Troy Baker as Joel from The Last of Us Part 1","Laura Bailey as Kait Diaz from Gears 5","Andrew Lackey as Ori from Ori and the Blind Forest","Marvel's Spider-Man","Ori and the Blind Forest","Marvel's Spider-Man","Ori and the Blind Forest","Hellblade: Senua's Sacrifice","The Last of Us Part 1","Ori and the Blind Forest","Destiny 2","World War Z","Minecraft","Stardew Valley","Gears 5","Killing floor 2","Marvel's Spider-Man","Assassin's Creed Odyssey","Ori and the Blind Forest","Marvel's Spider-Man","Metro Exodus","Bulletstorm: Full Clip Edition","Apex: Legends","Gears 5","My Friend Pedro","Rage 2","Assassin's Creed Odyssey","Ori and the Blind Forest","Crusader Kings III","Fire Emblem: Three Houses","Gears Tactics","Rimworld","Sins of a Solar Empire","Microsoft Flight Simulator","Metro Exodus","Assassin's Creed Odyssey","Kingdom Hearts III","Nier: Automata","Borderlands 2","Dirt Rally 2","Mortal Kombat 11","Super Smash Ultimate","FIFA 20","Luigi's Mansion 3","Spyro Reignited","Super Mario Maker 2","Ori and the Blind Forest","Minecraft","House Flipper","Stardew Valley","Among Us","What the Golf","Untitled Goose Game","Sally Face","My Friend Pedro","Little Missfortune","House Flipper","Devious Dungeon","Dead Cells","Afterparty"
"2020/12/10 8:07:31 PM EST","Animal Crossing: New Horizons","Hades","Star Wars Jedi: Fallen Order","Ori and the Will of the Wisps","Doom Eternal","The Last of Us Part 2","Ashley Johnson as Ellie from The Last of Us Part 2","Cameron Monaghan as Cal Kestis from Star Wars Jedi: Fallen Order","Elizabeth Grullon as Trilla from Star Wars Jedi: Fallen Order","Ori and the Will of the Wisps","Hades","Star Wars Jedi: Fallen Order","Pokemon Sword/Shield","Hades","Ori and the Will of the Wisps","Ghost of Tsushima","Star Wars Jedi: Fallen Order","Hades","Star Wars Jedi: Fallen Order","The Last of Us Part 2","Ori and the Will of the Wisps","Fall Guys","Phasmaphobia","Grounded","Animal Crossing: New Horizons","Fall Guys","Call of Duty: Modern Warfare","Rogue Company","Minecraft","Apex Legends","Among Us","Fortnite","Destiny 2","Minecraft","Pokemon Sword/Shield","Super Smash Bros","Raft","Control: AWE","House Flipper: Garden Flipper DLC","Island Saver: Dinosaur Island","Kingdom Hearts III Re:Mind","Pokemon Sword/Shield","Death Stranding","Hades","Doom Eternal","Maneater","Star Wars Jedi: Fallen Order","Ori and the Will of the Wisps","Gears Tactics","Microsoft Flight Simulator","Star Wars Jedi: Fallen Order","Marvel's Avengers","Pokemon Sword/Shield","Final Fantasy VII","Genshin Impact","Wasteland 3","Minecraft Dungeons","Maneater","Yakuza: Like a Dragon","Tony Hawk Pro Skater 1 + 2","Dirt 5","Madden NFL 21","FIFA 21","Fall Guys","Animal Crossing: New Horizons","Ori and the Will of the Wisps","Final Fantasy VII","Mafia 2","Resident Evil 3","Kingdoms of Amalur Re-Reckoning","Destroy All Humans","Fall Guys","Hades","Phasmaphobia","Carrion 2","TimTheTatman","DrLupo","Anthony_Kongphan","Unus Annus by Markiplier and CrankGamePlays","Marvel's Spider-Man","The Last of Us Part 1","Gears 5","Troy Baker as Joel from The Last of Us Part 1","Ashley Johnson as Ellie from The Last of Us Part 1","Laura Bailey as Kait Diaz from Gears 5","Andrew Lackey as Ori from Ori and the Blind Forest","Ori and the Blind Forest","Marvel's Spider-Man","Ori and the Blind Forest","Marvel's Spider-Man","Hellblade: Senua's Sacrifice","The Last of Us Part 1","Ori and the Blind Forest","Gears 5","Minecraft","Killing floor 2","Destiny 2","Stardew Valley","World War Z","Marvel's Spider-Man","Assassin's Creed Odyssey","Ori and the Blind Forest","Marvel's Spider-Man","Metro Exodus","Gears 5","Apex: Legends","Bulletstorm: Full Clip Edition","Rage 2","My Friend Pedro","Ori and the Blind Forest","Assassin's Creed Odyssey","Crusader Kings III","Fire Emblem: Three Houses","Gears Tactics","Microsoft Flight Simulator","Rimworld","Sins of a Solar Empire","Metro Exodus","Nier: Automata","Assassin's Creed Odyssey","Borderlands 2","Kingdom Hearts III","Super Smash Ultimate","Mortal Kombat 11","Dirt Rally 2","FIFA 20","Super Mario Maker 2","Stardew Valley","Minecraft","Luigi's Mansion 3","Ori and the Blind Forest","Spyro Reignited","House Flipper","Among Us","Untitled Goose Game","Devious Dungeon","Dead Cells","Afterparty","House Flipper","Little Missfortune","My Friend Pedro","Sally Face","What the Golf"
"2020/12/11 10:36:17 PM EST","Hades","Star Wars Jedi: Fallen Order","Doom Eternal","Ori and the Will of the Wisps","Animal Crossing: New Horizons","The Last of Us Part 2","Cameron Monaghan as Cal Kestis from Star Wars Jedi: Fallen Order","Elizabeth Grullon as Trilla from Star Wars Jedi: Fallen Order","Ashley Johnson as Ellie from The Last of Us Part 2","Hades","Star Wars Jedi: Fallen Order","Pokemon Sword/Shield","Ori and the Will of the Wisps","Hades","Star Wars Jedi: Fallen Order","Ghost of Tsushima","Ori and the Will of the Wisps","Hades","Star Wars Jedi: Fallen Order","Ori and the Will of the Wisps","The Last of Us Part 2","Fall Guys","Grounded","Phasmaphobia","Animal Crossing: New Horizons","Fall Guys","Call of Duty: Modern Warfare","Rogue Company","Destiny 2","Among Us","Fortnite","Minecraft","Apex Legends","Pokemon Sword/Shield","Kingdom Hearts III Re:Mind","Control: AWE","House Flipper: Garden Flipper DLC","Minecraft","Island Saver: Dinosaur Island","Raft","Super Smash Bros","Pokemon Sword/Shield","Death Stranding","Hades","Doom Eternal","Maneater","Star Wars Jedi: Fallen Order","Ori and the Will of the Wisps","Gears Tactics","Microsoft Flight Simulator","Star Wars Jedi: Fallen Order","Pokemon Sword/Shield","Final Fantasy VII","Genshin Impact","Maneater","Minecraft Dungeons","Wasteland 3","Yakuza: Like a Dragon","Marvel's Avengers","Tony Hawk Pro Skater 1 + 2","FIFA 21","Dirt 5","Madden NFL 21","Animal Crossing: New Horizons","Fall Guys","Ori and the Will of the Wisps","Final Fantasy VII","Kingdoms of Amalur Re-Reckoning","Destroy All Humans","Mafia 2","Resident Evil 3","Hades","Carrion 2","Fall Guys","Phasmaphobia","Unus Annus by Markiplier and CrankGamePlays","TimTheTatman","DrLupo","Anthony_Kongphan","Marvel's Spider-Man","The Last of Us Part 1","Gears 5","Troy Baker as Joel from The Last of Us Part 1","Andrew Lackey as Ori from Ori and the Blind Forest","Laura Bailey as Kait Diaz from Gears 5","Ashley Johnson as Ellie from The Last of Us Part 1","Ori and the Blind Forest","Marvel's Spider-Man","Marvel's Spider-Man","Ori and the Blind Forest","The Last of Us Part 1","Hellblade: Senua's Sacrifice","Ori and the Blind Forest","Stardew Valley","Minecraft","Destiny 2","Gears 5","Killing floor 2","World War Z","Marvel's Spider-Man","Assassin's Creed Odyssey","Ori and the Blind Forest","Marvel's Spider-Man","My Friend Pedro","Metro Exodus","Bulletstorm: Full Clip Edition","Rage 2","Apex: Legends","Gears 5","Assassin's Creed Odyssey","Ori and the Blind Forest","Fire Emblem: Three Houses","Microsoft Flight Simulator","Crusader Kings III","Gears Tactics","Rimworld","Sins of a Solar Empire","Nier: Automata","Assassin's Creed Odyssey","Kingdom Hearts III","Borderlands 2","Metro Exodus","Super Smash Ultimate","FIFA 20","Dirt Rally 2","Mortal Kombat 11","Super Mario Maker 2","Spyro Reignited","Stardew Valley","Ori and the Blind Forest","Minecraft","Luigi's Mansion 3","House Flipper","Little Missfortune","My Friend Pedro","Sally Face","Afterparty","Among Us","Dead Cells","Devious Dungeon","House Flipper","Untitled Goose Game","What the Golf"
"2020/12/12 4:53:10 AM EST","Hades","Animal Crossing: New Horizons","The Last of Us Part 2","Ori and the Will of the Wisps","Doom Eternal","Star Wars Jedi: Fallen Order","Ashley Johnson as Ellie from The Last of Us Part 2","Cameron Monaghan as Cal Kestis from Star Wars Jedi: Fallen Order","Elizabeth Grullon as Trilla from Star Wars Jedi: Fallen Order","Ori and the Will of the Wisps","Pokemon Sword/Shield","Hades","Star Wars Jedi: Fallen Order","Ghost of Tsushima","Ori and the Will of the Wisps","Hades","Star Wars Jedi: Fallen Order","The Last of Us Part 2","Hades","Ori and the Will of the Wisps","Star Wars Jedi: Fallen Order","Animal Crossing: New Horizons","Phasmaphobia","Fall Guys","Grounded","Call of Duty: Modern Warfare","Fall Guys","Rogue Company","Minecraft","Among Us","Destiny 2","Apex Legends","Fortnite","Super Smash Bros","Pokemon Sword/Shield","Minecraft","Raft","Kingdom Hearts III Re:Mind","House Flipper: Garden Flipper DLC","Island Saver: Dinosaur Island","Control: AWE","Death Stranding","Pokemon Sword/Shield","Hades","Doom Eternal","Maneater","Ori and the Will of the Wisps","Star Wars Jedi: Fallen Order","Gears Tactics","Microsoft Flight Simulator","Genshin Impact","Marvel's Avengers","Pokemon Sword/Shield","Minecraft Dungeons","Yakuza: Like a Dragon","Maneater","Wasteland 3","Star Wars Jedi: Fallen Order","Final Fantasy VII","Tony Hawk Pro Skater 1 + 2","Dirt 5","FIFA 21","Madden NFL 21","Animal Crossing: New Horizons","Ori and the Will of the Wisps","Fall Guys","Resident Evil 3","Mafia 2","Kingdoms of Amalur Re-Reckoning","Destroy All Humans","Final Fantasy VII","Phasmaphobia","Hades","Fall Guys","Carrion 2","Unus Annus by Markiplier and CrankGamePlays","TimTheTatman","DrLupo","Anthony_Kongphan","Marvel's Spider-Man","The Last of Us Part 1","Gears 5","Troy Baker as Joel from The Last of Us Part 1","Andrew Lackey as Ori from Ori and the Blind Forest","Laura Bailey as Kait Diaz from Gears 5","Ashley Johnson as Ellie from The Last of Us Part 1","Marvel's Spider-Man","Ori and the Blind Forest","Marvel's Spider-Man","Ori and the Blind Forest","The Last of Us Part 1","Ori and the Blind Forest","Hellblade: Senua's Sacrifice","Stardew Valley","World War Z","Minecraft","Destiny 2","Killing floor 2","Gears 5","Marvel's Spider-Man","Assassin's Creed Odyssey","Ori and the Blind Forest","Marvel's Spider-Man","Apex: Legends","Gears 5","My Friend Pedro","Rage 2","Metro Exodus","Bulletstorm: Full Clip Edition","Assassin's Creed Odyssey","Ori and the Blind Forest","Fire Emblem: Three Houses","Crusader Kings III","Gears Tactics","Rimworld","Sins of a Solar Empire","Microsoft Flight Simulator","Assassin's Creed Odyssey","Borderlands 2","Nier: Automata","Metro Exodus","Kingdom Hearts III","Super Smash Ultimate","Mortal Kombat 11","Dirt Rally 2","FIFA 20","Spyro Reignited","Stardew Valley","Super Mario Maker 2","Minecraft","Luigi's Mansion 3","House Flipper","Ori and the Blind Forest","Among Us","Untitled Goose Game","Little Missfortune","My Friend Pedro","Sally Face","Afterparty","Dead Cells","Devious Dungeon","What the Golf","House Flipper"
